발생일시_년,발생일시_월,발생장소_시도,발생장소_시군,평균풍속,평균상대습도
2003,1,서울,서울,2.5,60
2003,1,인천,인천,2.9,64
2003,1,경기,동두천,0.5,64
2003,1,경기,파주,1.5,69
2003,1,경기,수원,1.2,61
2003,1,인천,강화,1,64
2003,1,경기,양평,0.9,71
2003,1,경기,이천,1.1,70
2003,1,강원,속초,2.6,49
2003,1,강원,춘천,-,-
2003,1,강원,철원,1.3,75
2003,1,강원,춘천,1.1,68
2003,1,강원,강릉,-,-
2003,1,강원,강릉,3.4,49
2003,1,강원,동해,3.2,49
2003,1,강원,원주,1,64
2003,1,강원,영월,1.4,67
2003,1,강원,인제,1.5,62
2003,1,강원,홍천,1.1,72
2003,1,강원,태백,1.6,65
2003,1,강원,정선,-,-
2003,1,충북,충주,1.5,65
2003,1,충북,청주,2.1,66
2003,1,충북,제천,1.4,70
2003,1,충북,보은,1.4,62
2003,1,충남,서산,2.5,74
2003,1,충남,홍성,-,-
2003,1,충남,천안,1.9,74
2003,1,충남,보령,2.3,68
2003,1,충남,부여,1.1,74
2003,1,충남,금산,0.8,70
2003,1,대전,대전,2.6,66
2003,1,세종,세종,2.6,66
2003,1,울산,울산,2.5,45
2003,1,대구,대구,2.8,51
2003,1,부산,부산,4.3,44
2003,1,경남,창원,1.5,43
2003,1,경남,통영,2.2,51
2003,1,경남,진주,1.6,56
2003,1,경남,김해,-,-
2003,1,경남,창원,-,-
2003,1,경남,양산,-,-
2003,1,경남,의령,-,-
2003,1,경남,함양,-,-
2003,1,경남,거창,1.5,68
2003,1,경남,합천,1.2,66
2003,1,경남,밀양,1.3,56
2003,1,경남,산청,2.7,57
2003,1,경남,거제,2,51
2003,1,경남,남해,2.1,49
2003,1,경북,울진,4.4,49
2003,1,경북,안동,2.1,51
2003,1,경북,상주,3,61
2003,1,경북,포항,3.2,45
2003,1,경북,봉화,1.4,58
2003,1,경북,영주,3.6,61
2003,1,경북,문경,2.5,65
2003,1,경북,청송,-,-
2003,1,경북,영덕,3.9,51
2003,1,경북,의성,1.2,72
2003,1,경북,구미,2.1,51
2003,1,경북,영천,2.3,61
2003,1,경북,경주,-,-
2003,1,전북,군산,4,74
2003,1,전북,전주,1.7,70
2003,1,전북,고창,-,-
2003,1,전북,부안,1.3,76
2003,1,전북,임실,1.1,71
2003,1,전북,정읍,0.8,77
2003,1,전북,남원,1.3,65
2003,1,전북,장수,1.8,63
2003,1,전북,고창,-,-
2003,1,전북,순창,-,-
2003,1,전남,여수,5.9,54
2003,1,전남,완도,5.3,62
2003,1,전남,순천,-,-
2003,1,전남,진도,6.5,82
2003,1,전남,영광,-,-
2003,1,전남,보성,-,-
2003,1,전남,강진,-,-
2003,1,전남,장흥,3,67
2003,1,전남,해남,2.6,64
2003,1,전남,고흥,1.6,59
2003,1,전남,광양,-,-
2003,1,전남,진도,-,-
2003,1,제주,제주,4.3,66
2003,1,제주,제주,11.7,67
2003,1,제주,제주,3.7,72
2003,1,제주,제주,3.3,61
2003,1,광주,광주,1.8,67
2003,1,경기,광주,1.1,70
2003,1,경기,남양주,1.5,69
2003,1,경기,시흥,1.2,61
2003,1,경기,성남,1.2,61
2003,1,경기,안성,1.2,61
2003,1,경기,고양,1.2,61
2003,1,경기,평택,1.2,61
2003,1,경기,하남,1.2,61
2003,1,경기,용인,1.2,61
2003,1,경기,구리,1.2,61
2003,1,경기,안산,1.2,61
2003,1,경기,군포,1.2,61
2003,1,경기,화성,1.2,61
2003,1,경기,과천,1.2,61
2003,1,경기,오산,1.2,61
2003,1,경기,안양,1.2,61
2003,1,경기,김포,1.2,61
2003,1,경기,의왕,1.2,61
2003,1,경기,광명,1.2,61
2003,1,경기,가평,0.9,71
2003,1,경기,포천,0.9,71
2003,1,경기,여주,1.1,70
2003,1,경기,양주,1.5,69
2003,1,경기,부천,1.5,69
2003,1,경기,연천,1.5,69
2003,1,경기,의정부,0.5,64
2003,1,강원,화천,1.1,68
2003,1,강원,고성,3.4,49
2003,1,강원,양구,1.1,68
2003,1,강원,횡성,1,64
2003,1,강원,평창,-,-
2003,1,강원,양양,3.4,49
2003,1,강원,삼척,3.4,49
2003,1,충북,단양,1.5,65
2003,1,충북,음성,1.4,70
2003,1,충북,진천,1.4,70
2003,1,충북,영동,1.4,62
2003,1,충북,옥천,1.4,62
2003,1,충북,증평,1.4,62
2003,1,충북,괴산,1.4,62
2003,1,충북,청원,2.1,66
2003,1,충남,아산,1.9,74
2003,1,충남,공주,1.1,74
2003,1,충남,논산,0.8,70
2003,1,충남,당진,2.5,74
2003,1,충남,태안,2.5,74
2003,1,충남,예산,-,-
2003,1,충남,청양,2.3,68
2003,1,충남,서천,1.1,74
2003,1,충남,계룡,0.8,70
2003,1,전북,무주,1.8,63
2003,1,전북,진안,1.8,63
2003,1,전북,김제,1.7,70
2003,1,전북,익산,1.7,70
2003,1,전북,완주,1.7,70
2003,1,전남,목포,2.6,64
2003,1,전남,영암,2.6,64
2003,1,전남,무안,1.8,67
2003,1,전남,신안,1.8,67
2003,1,전남,나주,1.8,67
2003,1,전남,구례,1.8,67
2003,1,전남,담양,1.8,67
2003,1,전남,곡성,-,-
2003,1,전남,화순,-,-
2003,1,전남,장성,-,-
2003,1,전남,함평,1.8,67
2003,1,경북,청도,2.3,61
2003,1,경북,경산,2.3,61
2003,1,경북,예천,3,61
2003,1,경북,고령,3,61
2003,1,경북,성주,2.1,51
2003,1,경북,군위,2.1,51
2003,1,경북,김천,2.1,51
2003,1,경북,칠곡,3.2,45
2003,1,경북,영양,-,-
2003,1,경남,창녕,1.2,66
2003,1,경남,함안,-,-
2003,1,경남,하동,1.6,56
2003,1,경남,고성,1.6,56
2003,1,경남,사천,1.6,56
2003,1,경남,함안,1.6,56
2003,1,경남,마산,1.5,43
2003,1,경남,진해,1.5,43
2003,2,서울,서울,2.2,62
2003,2,인천,인천,2.7,68
2003,2,경기,동두천,0.5,64
2003,2,경기,파주,1.4,72
2003,2,경기,수원,1,65
2003,2,인천,강화,1.3,65
2003,2,경기,양평,0.8,71
2003,2,경기,이천,1.2,68
2003,2,강원,속초,2.1,66
2003,2,강원,춘천,-,-
2003,2,강원,철원,1.6,75
2003,2,강원,춘천,0.9,68
2003,2,강원,강릉,-,-
2003,2,강원,강릉,2.5,65
2003,2,강원,동해,2.7,66
2003,2,강원,원주,0.8,66
2003,2,강원,영월,1.1,72
2003,2,강원,인제,1.5,60
2003,2,강원,홍천,0.8,73
2003,2,강원,태백,1.3,73
2003,2,강원,정선,-,-
2003,2,충북,충주,1.3,67
2003,2,충북,청주,2.2,64
2003,2,충북,제천,1.3,69
2003,2,충북,보은,1,64
2003,2,충남,서산,2.3,75
2003,2,충남,홍성,-,-
2003,2,충남,천안,1.6,73
2003,2,충남,보령,2,70
2003,2,충남,부여,1,69
2003,2,충남,금산,0.5,67
2003,2,대전,대전,2,65
2003,2,세종,세종,2,65
2003,2,울산,울산,2.1,55
2003,2,대구,대구,2.2,57
2003,2,부산,부산,3.7,53
2003,2,경남,창원,1.1,53
2003,2,경남,통영,2,58
2003,2,경남,진주,1.3,63
2003,2,경남,김해,-,-
2003,2,경남,창원,-,-
2003,2,경남,양산,-,-
2003,2,경남,의령,-,-
2003,2,경남,함양,-,-
2003,2,경남,거창,1.1,72
2003,2,경남,합천,1,70
2003,2,경남,밀양,1.1,61
2003,2,경남,산청,1.4,62
2003,2,경남,거제,1.3,58
2003,2,경남,남해,1.4,51
2003,2,경북,울진,3.9,68
2003,2,경북,안동,1.4,60
2003,2,경북,상주,2.1,65
2003,2,경북,포항,2.7,57
2003,2,경북,봉화,1,64
2003,2,경북,영주,2.2,65
2003,2,경북,문경,1.6,71
2003,2,경북,청송,-,-
2003,2,경북,영덕,3,64
2003,2,경북,의성,0.7,75
2003,2,경북,구미,1.2,60
2003,2,경북,영천,1.4,67
2003,2,경북,경주,-,-
2003,2,전북,군산,3.4,76
2003,2,전북,전주,1.7,68
2003,2,전북,고창,-,-
2003,2,전북,부안,1.3,73
2003,2,전북,임실,1,60
2003,2,전북,정읍,0.8,66
2003,2,전북,남원,1.2,58
2003,2,전북,장수,1.2,65
2003,2,전북,고창,-,-
2003,2,전북,순창,-,-
2003,2,전남,여수,4.6,60
2003,2,전남,완도,3.5,64
2003,2,전남,순천,-,-
2003,2,전남,진도,5.9,79
2003,2,전남,영광,-,-
2003,2,전남,보성,-,-
2003,2,전남,강진,-,-
2003,2,전남,장흥,2.3,67
2003,2,전남,해남,2.2,65
2003,2,전남,고흥,1,60
2003,2,전남,광양,-,-
2003,2,전남,진도,-,-
2003,2,제주,제주,3.1,68
2003,2,제주,제주,9.3,69
2003,2,제주,제주,3.7,74
2003,2,제주,제주,2.9,63
2003,2,광주,광주,1.9,64
2003,2,경기,광주,1.2,68
2003,2,경기,남양주,1.4,72
2003,2,경기,시흥,1,65
2003,2,경기,성남,1,65
2003,2,경기,안성,1,65
2003,2,경기,고양,1,65
2003,2,경기,평택,1,65
2003,2,경기,하남,1,65
2003,2,경기,용인,1,65
2003,2,경기,구리,1,65
2003,2,경기,안산,1,65
2003,2,경기,군포,1,65
2003,2,경기,화성,1,65
2003,2,경기,과천,1,65
2003,2,경기,오산,1,65
2003,2,경기,안양,1,65
2003,2,경기,김포,1,65
2003,2,경기,의왕,1,65
2003,2,경기,광명,1,65
2003,2,경기,가평,0.8,71
2003,2,경기,포천,0.8,71
2003,2,경기,여주,1.2,68
2003,2,경기,양주,1.4,72
2003,2,경기,부천,1.4,72
2003,2,경기,연천,1.4,72
2003,2,경기,의정부,0.5,64
2003,2,강원,화천,0.9,68
2003,2,강원,고성,2.5,65
2003,2,강원,양구,0.9,68
2003,2,강원,횡성,0.8,66
2003,2,강원,평창,-,-
2003,2,강원,양양,2.5,65
2003,2,강원,삼척,2.5,65
2003,2,충북,단양,1.3,67
2003,2,충북,음성,1.3,69
2003,2,충북,진천,1.3,69
2003,2,충북,영동,1,64
2003,2,충북,옥천,1,64
2003,2,충북,증평,1,64
2003,2,충북,괴산,1,64
2003,2,충북,청원,2.2,64
2003,2,충남,아산,1.6,73
2003,2,충남,공주,1,69
2003,2,충남,논산,0.5,67
2003,2,충남,당진,2.3,75
2003,2,충남,태안,2.3,75
2003,2,충남,예산,-,-
2003,2,충남,청양,2,70
2003,2,충남,서천,1,69
2003,2,충남,계룡,0.5,67
2003,2,전북,무주,1.2,65
2003,2,전북,진안,1.2,65
2003,2,전북,김제,1.7,68
2003,2,전북,익산,1.7,68
2003,2,전북,완주,1.7,68
2003,2,전남,목포,2.2,65
2003,2,전남,영암,2.2,65
2003,2,전남,무안,1.9,64
2003,2,전남,신안,1.9,64
2003,2,전남,나주,1.9,64
2003,2,전남,구례,1.9,64
2003,2,전남,담양,1.9,64
2003,2,전남,곡성,-,-
2003,2,전남,화순,-,-
2003,2,전남,장성,-,-
2003,2,전남,함평,1.9,64
2003,2,경북,청도,1.4,67
2003,2,경북,경산,1.4,67
2003,2,경북,예천,2.1,65
2003,2,경북,고령,2.1,65
2003,2,경북,성주,1.2,60
2003,2,경북,군위,1.2,60
2003,2,경북,김천,1.2,60
2003,2,경북,칠곡,2.7,57
2003,2,경북,영양,-,-
2003,2,경남,창녕,1,70
2003,2,경남,함안,-,-
2003,2,경남,하동,1.3,63
2003,2,경남,고성,1.3,63
2003,2,경남,사천,1.3,63
2003,2,경남,함안,1.3,63
2003,2,경남,마산,1.1,53
2003,2,경남,진해,1.1,53
2003,3,서울,서울,2.3,58
2003,3,인천,인천,2.7,65
2003,3,경기,동두천,0.6,58
2003,3,경기,파주,1.6,68
2003,3,경기,수원,1.5,62
2003,3,인천,강화,1.5,62
2003,3,경기,양평,0.8,64
2003,3,경기,이천,1.4,62
2003,3,강원,속초,2,65
2003,3,강원,춘천,-,-
2003,3,강원,철원,1.8,68
2003,3,강원,춘천,1.2,62
2003,3,강원,강릉,-,-
2003,3,강원,강릉,2.5,61
2003,3,강원,동해,2.9,64
2003,3,강원,원주,1.1,60
2003,3,강원,영월,1.4,64
2003,3,강원,인제,1.9,58
2003,3,강원,홍천,1.1,64
2003,3,강원,태백,1.5,71
2003,3,강원,정선,-,-
2003,3,충북,충주,1.5,61
2003,3,충북,청주,2,60
2003,3,충북,제천,1.5,63
2003,3,충북,보은,1.3,61
2003,3,충남,서산,2.5,70
2003,3,충남,홍성,-,-
2003,3,충남,천안,1.9,70
2003,3,충남,보령,1.8,67
2003,3,충남,부여,1.4,63
2003,3,충남,금산,0.7,63
2003,3,대전,대전,2.2,62
2003,3,세종,세종,2.2,62
2003,3,울산,울산,2.4,58
2003,3,대구,대구,2.4,56
2003,3,부산,부산,3.6,60
2003,3,경남,창원,1.2,55
2003,3,경남,통영,2.3,60
2003,3,경남,진주,1.7,63
2003,3,경남,김해,-,-
2003,3,경남,창원,-,-
2003,3,경남,양산,-,-
2003,3,경남,의령,-,-
2003,3,경남,함양,-,-
2003,3,경남,거창,1.3,68
2003,3,경남,합천,1.2,66
2003,3,경남,밀양,1.4,59
2003,3,경남,산청,1.6,60
2003,3,경남,거제,1.6,60
2003,3,경남,남해,1.6,51
2003,3,경북,울진,4.1,65
2003,3,경북,안동,1.6,58
2003,3,경북,상주,2.1,63
2003,3,경북,포항,2.8,59
2003,3,경북,봉화,1,63
2003,3,경북,영주,1.8,64
2003,3,경북,문경,1.9,68
2003,3,경북,청송,-,-
2003,3,경북,영덕,2.9,64
2003,3,경북,의성,0.7,71
2003,3,경북,구미,1.4,57
2003,3,경북,영천,1.5,66
2003,3,경북,경주,-,-
2003,3,전북,군산,4.1,71
2003,3,전북,전주,2,63
2003,3,전북,고창,-,-
2003,3,전북,부안,1.6,66
2003,3,전북,임실,1.3,68
2003,3,전북,정읍,0.7,62
2003,3,전북,남원,1.6,65
2003,3,전북,장수,1.7,64
2003,3,전북,고창,-,-
2003,3,전북,순창,-,-
2003,3,전남,여수,4.9,62
2003,3,전남,완도,4.2,65
2003,3,전남,순천,-,-
2003,3,전남,진도,6.1,77
2003,3,전남,영광,-,-
2003,3,전남,보성,-,-
2003,3,전남,강진,-,-
2003,3,전남,장흥,2.6,66
2003,3,전남,해남,2.5,63
2003,3,전남,고흥,1.1,59
2003,3,전남,광양,-,-
2003,3,전남,진도,-,-
2003,3,제주,제주,3.7,68
2003,3,제주,제주,9,70
2003,3,제주,제주,4,73
2003,3,제주,제주,3.4,61
2003,3,광주,광주,2.2,61
2003,3,경기,광주,1.4,62
2003,3,경기,남양주,1.6,68
2003,3,경기,시흥,1.5,62
2003,3,경기,성남,1.5,62
2003,3,경기,안성,1.5,62
2003,3,경기,고양,1.5,62
2003,3,경기,평택,1.5,62
2003,3,경기,하남,1.5,62
2003,3,경기,용인,1.5,62
2003,3,경기,구리,1.5,62
2003,3,경기,안산,1.5,62
2003,3,경기,군포,1.5,62
2003,3,경기,화성,1.5,62
2003,3,경기,과천,1.5,62
2003,3,경기,오산,1.5,62
2003,3,경기,안양,1.5,62
2003,3,경기,김포,1.5,62
2003,3,경기,의왕,1.5,62
2003,3,경기,광명,1.5,62
2003,3,경기,가평,0.8,64
2003,3,경기,포천,0.8,64
2003,3,경기,여주,1.4,62
2003,3,경기,양주,1.6,68
2003,3,경기,부천,1.6,68
2003,3,경기,연천,1.6,68
2003,3,경기,의정부,0.6,58
2003,3,강원,화천,1.2,62
2003,3,강원,고성,2.5,61
2003,3,강원,양구,1.2,62
2003,3,강원,횡성,1.1,60
2003,3,강원,평창,-,-
2003,3,강원,양양,2.5,61
2003,3,강원,삼척,2.5,61
2003,3,충북,단양,1.5,61
2003,3,충북,음성,1.5,63
2003,3,충북,진천,1.5,63
2003,3,충북,영동,1.3,61
2003,3,충북,옥천,1.3,61
2003,3,충북,증평,1.3,61
2003,3,충북,괴산,1.3,61
2003,3,충북,청원,2,60
2003,3,충남,아산,1.9,70
2003,3,충남,공주,1.4,63
2003,3,충남,논산,0.7,63
2003,3,충남,당진,2.5,70
2003,3,충남,태안,2.5,70
2003,3,충남,예산,-,-
2003,3,충남,청양,1.8,67
2003,3,충남,서천,1.4,63
2003,3,충남,계룡,0.7,63
2003,3,전북,무주,1.7,64
2003,3,전북,진안,1.7,64
2003,3,전북,김제,2,63
2003,3,전북,익산,2,63
2003,3,전북,완주,2,63
2003,3,전남,목포,2.5,63
2003,3,전남,영암,2.5,63
2003,3,전남,무안,2.2,61
2003,3,전남,신안,2.2,61
2003,3,전남,나주,2.2,61
2003,3,전남,구례,2.2,61
2003,3,전남,담양,2.2,61
2003,3,전남,곡성,-,-
2003,3,전남,화순,-,-
2003,3,전남,장성,-,-
2003,3,전남,함평,2.2,61
2003,3,경북,청도,1.5,66
2003,3,경북,경산,1.5,66
2003,3,경북,예천,2.1,63
2003,3,경북,고령,2.1,63
2003,3,경북,성주,1.4,57
2003,3,경북,군위,1.4,57
2003,3,경북,김천,1.4,57
2003,3,경북,칠곡,2.8,59
2003,3,경북,영양,-,-
2003,3,경남,창녕,1.2,66
2003,3,경남,함안,-,-
2003,3,경남,하동,1.7,63
2003,3,경남,고성,1.7,63
2003,3,경남,사천,1.7,63
2003,3,경남,함안,1.7,63
2003,3,경남,마산,1.2,55
2003,3,경남,진해,1.2,55
2003,4,서울,서울,2.5,60
2003,4,인천,인천,3.1,65
2003,4,경기,동두천,0.7,62
2003,4,경기,파주,2,68
2003,4,경기,수원,2.3,63
2003,4,인천,강화,2.2,61
2003,4,경기,양평,1,63
2003,4,경기,이천,1.7,61
2003,4,강원,속초,2.5,66
2003,4,강원,춘천,-,-
2003,4,강원,철원,2.5,66
2003,4,강원,춘천,1.5,63
2003,4,강원,강릉,-,-
2003,4,강원,강릉,2.6,62
2003,4,강원,동해,2.7,66
2003,4,강원,원주,1.2,59
2003,4,강원,영월,1.8,63
2003,4,강원,인제,2.2,60
2003,4,강원,홍천,1.4,61
2003,4,강원,태백,1.8,62
2003,4,강원,정선,-,-
2003,4,충북,충주,1.7,60
2003,4,충북,청주,2,58
2003,4,충북,제천,1.8,59
2003,4,충북,보은,1.6,61
2003,4,충남,서산,2.9,70
2003,4,충남,홍성,-,-
2003,4,충남,천안,2.1,67
2003,4,충남,보령,1.6,72
2003,4,충남,부여,1.5,62
2003,4,충남,금산,1.3,60
2003,4,대전,대전,2.6,62
2003,4,세종,세종,2.6,62
2003,4,울산,울산,2.6,61
2003,4,대구,대구,2.7,58
2003,4,부산,부산,3.3,69
2003,4,경남,창원,0.9,59
2003,4,경남,통영,2.3,67
2003,4,경남,진주,1.9,66
2003,4,경남,김해,-,-
2003,4,경남,창원,-,-
2003,4,경남,양산,-,-
2003,4,경남,의령,-,-
2003,4,경남,함양,-,-
2003,4,경남,거창,1.5,67
2003,4,경남,합천,1.6,61
2003,4,경남,밀양,1.7,61
2003,4,경남,산청,1.9,59
2003,4,경남,거제,1.8,62
2003,4,경남,남해,1.6,55
2003,4,경북,울진,4.1,70
2003,4,경북,안동,1.8,55
2003,4,경북,상주,2.2,63
2003,4,경북,포항,3,61
2003,4,경북,봉화,1.3,60
2003,4,경북,영주,2,62
2003,4,경북,문경,2,69
2003,4,경북,청송,-,-
2003,4,경북,영덕,3.2,66
2003,4,경북,의성,1,69
2003,4,경북,구미,1.6,66
2003,4,경북,영천,1.9,63
2003,4,경북,경주,-,-
2003,4,전북,군산,4.1,73
2003,4,전북,전주,2.2,62
2003,4,전북,고창,-,-
2003,4,전북,부안,1.6,65
2003,4,전북,임실,1.6,65
2003,4,전북,정읍,1,60
2003,4,전북,남원,1.8,61
2003,4,전북,장수,2,69
2003,4,전북,고창,-,-
2003,4,전북,순창,-,-
2003,4,전남,여수,4.6,67
2003,4,전남,완도,4.5,63
2003,4,전남,순천,-,-
2003,4,전남,진도,6.5,73
2003,4,전남,영광,-,-
2003,4,전남,보성,-,-
2003,4,전남,강진,-,-
2003,4,전남,장흥,2.6,65
2003,4,전남,해남,3,65
2003,4,전남,고흥,1.1,58
2003,4,전남,광양,-,-
2003,4,전남,진도,-,-
2003,4,제주,제주,3.1,70
2003,4,제주,제주,7,77
2003,4,제주,제주,3.5,74
2003,4,제주,제주,3.4,68
2003,4,광주,광주,2,64
2003,4,경기,광주,1.7,61
2003,4,경기,남양주,2,68
2003,4,경기,시흥,2.3,63
2003,4,경기,성남,2.3,63
2003,4,경기,안성,2.3,63
2003,4,경기,고양,2.3,63
2003,4,경기,평택,2.3,63
2003,4,경기,하남,2.3,63
2003,4,경기,용인,2.3,63
2003,4,경기,구리,2.3,63
2003,4,경기,안산,2.3,63
2003,4,경기,군포,2.3,63
2003,4,경기,화성,2.3,63
2003,4,경기,과천,2.3,63
2003,4,경기,오산,2.3,63
2003,4,경기,안양,2.3,63
2003,4,경기,김포,2.3,63
2003,4,경기,의왕,2.3,63
2003,4,경기,광명,2.3,63
2003,4,경기,가평,1,63
2003,4,경기,포천,1,63
2003,4,경기,여주,1.7,61
2003,4,경기,양주,2,68
2003,4,경기,부천,2,68
2003,4,경기,연천,2,68
2003,4,경기,의정부,0.7,62
2003,4,강원,화천,1.5,63
2003,4,강원,고성,2.6,62
2003,4,강원,양구,1.5,63
2003,4,강원,횡성,1.2,59
2003,4,강원,평창,-,-
2003,4,강원,양양,2.6,62
2003,4,강원,삼척,2.6,62
2003,4,충북,단양,1.7,60
2003,4,충북,음성,1.8,59
2003,4,충북,진천,1.8,59
2003,4,충북,영동,1.6,61
2003,4,충북,옥천,1.6,61
2003,4,충북,증평,1.6,61
2003,4,충북,괴산,1.6,61
2003,4,충북,청원,2,58
2003,4,충남,아산,2.1,67
2003,4,충남,공주,1.5,62
2003,4,충남,논산,1.3,60
2003,4,충남,당진,2.9,70
2003,4,충남,태안,2.9,70
2003,4,충남,예산,-,-
2003,4,충남,청양,1.6,72
2003,4,충남,서천,1.5,62
2003,4,충남,계룡,1.3,60
2003,4,전북,무주,2,69
2003,4,전북,진안,2,69
2003,4,전북,김제,2.2,62
2003,4,전북,익산,2.2,62
2003,4,전북,완주,2.2,62
2003,4,전남,목포,3,65
2003,4,전남,영암,3,65
2003,4,전남,무안,2,64
2003,4,전남,신안,2,64
2003,4,전남,나주,2,64
2003,4,전남,구례,2,64
2003,4,전남,담양,2,64
2003,4,전남,곡성,-,-
2003,4,전남,화순,-,-
2003,4,전남,장성,-,-
2003,4,전남,함평,2,64
2003,4,경북,청도,1.9,63
2003,4,경북,경산,1.9,63
2003,4,경북,예천,2.2,63
2003,4,경북,고령,2.2,63
2003,4,경북,성주,1.6,66
2003,4,경북,군위,1.6,66
2003,4,경북,김천,1.6,66
2003,4,경북,칠곡,3,61
2003,4,경북,영양,-,-
2003,4,경남,창녕,1.6,61
2003,4,경남,함안,-,-
2003,4,경남,하동,1.9,66
2003,4,경남,고성,1.9,66
2003,4,경남,사천,1.9,66
2003,4,경남,함안,1.9,66
2003,4,경남,마산,0.9,59
2003,4,경남,진해,0.9,59
2003,5,서울,서울,1.8,57
2003,5,인천,인천,2.2,65
2003,5,경기,동두천,0.7,61
2003,5,경기,파주,1.5,68
2003,5,경기,수원,2.1,61
2003,5,인천,강화,1.9,60
2003,5,경기,양평,0.7,65
2003,5,경기,이천,1.4,62
2003,5,강원,속초,2.3,76
2003,5,강원,춘천,-,-
2003,5,강원,철원,2.1,64
2003,5,강원,춘천,1.3,63
2003,5,강원,강릉,-,-
2003,5,강원,강릉,2,73
2003,5,강원,동해,2.3,77
2003,5,강원,원주,1,59
2003,5,강원,영월,1.6,64
2003,5,강원,인제,2.1,63
2003,5,강원,홍천,1.3,60
2003,5,강원,태백,1.6,65
2003,5,강원,정선,-,-
2003,5,충북,충주,1.5,60
2003,5,충북,청주,1.9,60
2003,5,충북,제천,1.5,58
2003,5,충북,보은,1.2,67
2003,5,충남,서산,2.3,70
2003,5,충남,홍성,-,-
2003,5,충남,천안,1.8,69
2003,5,충남,보령,1.4,75
2003,5,충남,부여,1.4,64
2003,5,충남,금산,1.1,64
2003,5,대전,대전,2.7,64
2003,5,세종,세종,2.7,64
2003,5,울산,울산,2.2,69
2003,5,대구,대구,2.5,64
2003,5,부산,부산,2.7,72
2003,5,경남,창원,1.9,65
2003,5,경남,통영,2,72
2003,5,경남,진주,1.6,72
2003,5,경남,김해,-,-
2003,5,경남,창원,-,-
2003,5,경남,양산,-,-
2003,5,경남,의령,-,-
2003,5,경남,함양,-,-
2003,5,경남,거창,1.2,75
2003,5,경남,합천,1.2,68
2003,5,경남,밀양,1.4,64
2003,5,경남,산청,1,66
2003,5,경남,거제,1.5,66
2003,5,경남,남해,1.3,62
2003,5,경북,울진,3.8,80
2003,5,경북,안동,1.5,59
2003,5,경북,상주,1.5,70
2003,5,경북,포항,2.7,73
2003,5,경북,봉화,1.2,60
2003,5,경북,영주,1.3,65
2003,5,경북,문경,1.4,77
2003,5,경북,청송,-,-
2003,5,경북,영덕,2.9,75
2003,5,경북,의성,1.1,70
2003,5,경북,구미,1,67
2003,5,경북,영천,1.7,68
2003,5,경북,경주,-,-
2003,5,전북,군산,3.8,77
2003,5,전북,전주,1.9,65
2003,5,전북,고창,-,-
2003,5,전북,부안,1.6,65
2003,5,전북,임실,1.2,68
2003,5,전북,정읍,1,62
2003,5,전북,남원,1.4,66
2003,5,전북,장수,1.6,74
2003,5,전북,고창,-,-
2003,5,전북,순창,-,-
2003,5,전남,여수,4.3,72
2003,5,전남,완도,3.8,70
2003,5,전남,순천,-,-
2003,5,전남,진도,6.1,80
2003,5,전남,영광,-,-
2003,5,전남,보성,-,-
2003,5,전남,강진,-,-
2003,5,전남,장흥,2.3,69
2003,5,전남,해남,2.7,75
2003,5,전남,고흥,0.8,63
2003,5,전남,광양,-,-
2003,5,전남,진도,-,-
2003,5,제주,제주,2.9,77
2003,5,제주,제주,6.1,82
2003,5,제주,제주,2.9,81
2003,5,제주,제주,3.4,72
2003,5,광주,광주,2.2,67
2003,5,경기,광주,1.4,62
2003,5,경기,남양주,1.5,68
2003,5,경기,시흥,2.1,61
2003,5,경기,성남,2.1,61
2003,5,경기,안성,2.1,61
2003,5,경기,고양,2.1,61
2003,5,경기,평택,2.1,61
2003,5,경기,하남,2.1,61
2003,5,경기,용인,2.1,61
2003,5,경기,구리,2.1,61
2003,5,경기,안산,2.1,61
2003,5,경기,군포,2.1,61
2003,5,경기,화성,2.1,61
2003,5,경기,과천,2.1,61
2003,5,경기,오산,2.1,61
2003,5,경기,안양,2.1,61
2003,5,경기,김포,2.1,61
2003,5,경기,의왕,2.1,61
2003,5,경기,광명,2.1,61
2003,5,경기,가평,0.7,65
2003,5,경기,포천,0.7,65
2003,5,경기,여주,1.4,62
2003,5,경기,양주,1.5,68
2003,5,경기,부천,1.5,68
2003,5,경기,연천,1.5,68
2003,5,경기,의정부,0.7,61
2003,5,강원,화천,1.3,63
2003,5,강원,고성,2,73
2003,5,강원,양구,1.3,63
2003,5,강원,횡성,1,59
2003,5,강원,평창,-,-
2003,5,강원,양양,2,73
2003,5,강원,삼척,2,73
2003,5,충북,단양,1.5,60
2003,5,충북,음성,1.5,58
2003,5,충북,진천,1.5,58
2003,5,충북,영동,1.2,67
2003,5,충북,옥천,1.2,67
2003,5,충북,증평,1.2,67
2003,5,충북,괴산,1.2,67
2003,5,충북,청원,1.9,60
2003,5,충남,아산,1.8,69
2003,5,충남,공주,1.4,64
2003,5,충남,논산,1.1,64
2003,5,충남,당진,2.3,70
2003,5,충남,태안,2.3,70
2003,5,충남,예산,-,-
2003,5,충남,청양,1.4,75
2003,5,충남,서천,1.4,64
2003,5,충남,계룡,1.1,64
2003,5,전북,무주,1.6,74
2003,5,전북,진안,1.6,74
2003,5,전북,김제,1.9,65
2003,5,전북,익산,1.9,65
2003,5,전북,완주,1.9,65
2003,5,전남,목포,2.7,75
2003,5,전남,영암,2.7,75
2003,5,전남,무안,2.2,67
